image_path,caption,clip_score,blip_score,vqa_score
data/images/f80cc203-5afa-42bc-a481-bf24c37c0c5d.png,"Our protagonist Alex, is carrying a stack of books when he accidentally bump to Sarah in school hallway",0.291015625,0.9921875,0.5715490579605103
data/images/91674c07-7f59-4093-87d4-a0ab8846daf1.png,"In the dawn of Ancient Greece, where gods still tread the earth, Socrates emerged, his presence marked by a celestial eclipse, a whispering omen of the prodigious mind he was destined to become. His youthful gaze mirrored the brilliance of stars, illuminating the shadows of knowledge. Close-up shot, capturing the intensity of his eyes and the ethereal glow surrounding him. Hyper-realistic, photo realism, cinematography.",0.2080078125,0.66796875,0.3427357673645019
data/images/da5c4ccb-5ae7-4b2c-a10e-9126afdfcbad.png,"large double bedroom with open toilet with wabi sabi style interiors, artwork",0.1943359375,0.388671875,0.3522727489471435
data/images/c36da80d-0696-46a9-b205-6c701cd442d2.png,"12oz Camp Mug Mockup, ,placed on empty floor, 3:4",0.287109375,1.0,0.4490196108818054
data/images/0eb26497-ee52-457f-a144-4a42ec54b8a0.png,weed and chess favicon,0.263671875,1.0,0.774384617805481
data/images/e6c27f89-4a9e-4fb5-96e7-3131b0819931.png,"elf woman witch sits on window, bright crimson ruby red shirt hair, pale skin, amber orange shining eyes, golden round spider web and purple glowing on background",0.2890625,1.0,0.8196772336959839
data/images/d1a47e78-0196-4c90-8f96-27a223f242bb.png,Draw a bright sunset on the ocean with many swimming birds.,0.28515625,0.91796875,0.8110359907150269
data/images/70eb2776-7757-4992-9980-55e780931fd8.png,A photorealistic of Santa Claus walking alone on the surface of the moon at night. The background should be a dramatic sky with space objects. Capture this image with a high-resolution photograph using an 85mm lens for a flattering perspective.,0.34765625,1.0,0.4888741672039032
data/images/cc9364f2-c34c-40a4-839d-31882d8e4370.png,"Step into a futuristic fighting game stage, where the lines between reality and illusion are blurred. The simple style and cartoonish characters add a touch of silliness to the intense battles, but beware of the creepy psychological horror lurking in the shadows.",0.1943359375,0.78515625,0.5005917549133301
data/images/8bef0319-9334-4187-815d-483ae72fa7e9.png,"Low angle, wide angle shot of a waterfall in the forest, there are some patches of snow, captured with a Canon EOS 6D Mark II camera, 24mm F1.2 lens, raw art style v--5.1, emotional, excellent image. treatment, high level of detail, 2d, 8k, Fujicolor PRO 400H, a little fire in the background",0.25390625,0.91796875,0.6612874269485474
data/images/358bc0d6-7429-4a0e-85fa-857138085b1e.png,angry birds bad day,0.2578125,0.80078125,0.8930560946464539
data/images/a881d9a7-f584-4569-8c54-14a9c6387d5b.png,"In a moment of vulnerability, Taylor Swift''s emotions spill out onto the white tablecloth, the shattered wine glass a symbol of her shattered heart.",0.27734375,1.0,0.8613415956497192
